"","ID_no_Rep_dup","LogPopBio","Time","(weights)",".fitted",".resid"
"3050","7_1",-1.76537271405486,8.10308972073679,1,-1.7814833989413,0.0161106848864445
"3051","7_1",-1.64758967839848,8.94236482471774,1,-1.67298116860905,0.0253914902105667
"3052","7_1",-1.4356194276824,10.0661021984552,1,-1.55068435454221,0.115064926859808
"3053","7_1",-1.44691898293633,23.954248366013,1,-1.05560385188083,-0.3913151310555
"3054","7_1",-1.13676405463249,48.4224598930481,1,-1.01628917088885,-0.120474883743643
"3055","7_1",-0.997002112257328,72.3247177658941,1,-1.01590412857965,0.0189020163223264
"3056","7_1",-1.01160091167848,96.2121212121212,1,-1.01589993540928,0.0042990237308016
"3057","7_1",-0.818310323513952,120.122549019608,1,-1.01589988961384,0.197589566099888
"3058","7_1",-0.818310323513952,144.011437908497,1,-1.01589988911591,0.197589565601955
"3059","80_1",1.00980745295725,3.18901370414002,1,1.0168430766327,-0.00703562367544697
"3060","80_1",2.80516809391687,23.4804985860808,1,2.79186824393975,0.0132998499771153
"3061","80_1",3.67349091963179,28.0485452433624,1,3.6505015106527,0.0229894089790874
"3062","80_1",5.83953695847557,46.6507147577048,1,6.01253126285083,-0.17299430437526
"3063","80_1",7.17646403779068,71.845154299833,1,6.74631892510024,0.43014511269044
"3064","80_1",7.07901220364405,78.2527324142517,1,6.78762626815353,0.291385935490515
"3065","80_1",6.85564616526057,140.543158395889,1,6.84218418011742,0.0134619851431506
"3066","80_1",6.81711688578567,170.872033129625,1,6.84239421235809,-0.0252773265724224
"3067","80_1",7.01261730386204,194.758853925114,1,6.84240784468693,0.170209459175114
"3068","80_1",6.86628387878563,194.795792307787,1,6.84240785082153,0.0238760279641017
"3069","80_1",6.66175437703433,215.592101752932,1,6.84240942980943,-0.180655052775095
"3070","80_1",6.7106878592496,225.154217747662,1,6.84240960067102,-0.131721741421418
"3071","80_1",6.64276216654569,247.51178950047,1,6.84240971166413,-0.199647545118438
"3072","80_1",6.59437354282805,271.460174267081,1,6.84240972742106,-0.248036184593012
"3073","81_1",1.0102485288839,30.3165619395114,1,1.00109309629547,0.00915543258842622
"3074","81_1",1.60562319293148,47.7194652963895,1,1.62166676128972,-0.0160435683582409
"3075","81_1",5.70340017099757,73.8127388169047,1,5.59008701052048,0.113313160477091
"3076","81_1",5.888859625332,80.1489027248214,1,6.03467295840149,-0.145813333069491
"3077","81_1",6.59229789140852,143.801123747686,1,6.67919100261407,-0.0868931112055504
"3078","81_1",6.72934277638256,172.489934290722,1,6.68129749416172,0.0480452822208379
"3079","81_1",6.83701719377035,194.803179984322,1,6.68144811994319,0.155569073827165
"3080","81_1",6.8666211721413,215.540388017189,1,6.68146800830513,0.185153163836165
"3081","81_1",6.78873235262368,225.134517276903,1,6.68147012552752,0.107262227096157
"3082","81_1",6.73053627594879,245.893888339373,1,6.68147143671091,0.049064839237877
"3083","81_1",6.26265850034544,269.948163136315,1,6.68147165015331,-0.418813149807873
"3084","82_1",1.0097815073145,1.59327557264757,1,1.00772836182145,0.00205314549304569
"3085","82_1",1.01157175666384,111.699206645626,1,1.00828950820649,0.00328224845734715
"3086","82_1",1.00228321656148,140.424955571334,1,1.00962879340439,-0.00734557684290804
"3087","82_1",1.01294687572928,196.273327614725,1,1.01282330149752,0.00012357423176379
"3088","82_1",1.01411442965276,268.081543531884,1,1.01479923523774,-0.000684805584984627
"3089","82_1",1.02428512160842,293.610891076918,1,1.01506531144869,0.00921981015972917
"3090","82_1",1.01528198357624,339.889759449044,1,1.01530017189635,-1.81883201102462e-05
"3091","82_1",1.01600846157308,384.570427130832,1,1.01538583691559,0.000622624657493187
"3092","82_1",1.01683872214088,435.63404733859,1,1.01542098940159,0.00141773273928592
"3093","82_1",1.0172019611393,457.974381179484,1,1.01542763521048,0.00177432592882143
"3094","82_1",1.01764303706595,485.101929414855,1,1.01543236606765,0.0022106709982963
"3095","82_1",1.00827666003535,509.040463946087,1,1.01543475160174,-0.00715809156639358
"3096","82_1",1.00863989903377,531.380797786981,1,1.01543609397598,-0.00679619494221018
"3097","82_1",1.0187327540612,552.122930937537,1,1.01543687213696,0.00329588192423746
"3098","82_1",1.01912193870236,576.059002909924,1,1.01543742540469,0.00368451329766728
"3099","82_1",1.00975556167176,599.997537441155,1,1.01543775370651,-0.00568219203474807
"3100","83_1",1.0097815073145,1.59327557264757,1,1.00936210676549,0.000419400549007687
"3101","83_1",3.54744698718123,75.9527024531191,1,3.55558451986643,-0.00813753268520312
"3102","83_1",4.54329264698313,123.573665395713,1,4.50776514598034,0.035527501002794
"3103","83_1",4.78762276470379,150.639649659962,1,4.80164147696791,-0.0140187122641207
"3104","83_1",4.92456386710686,172.945507677027,1,4.95716314374507,-0.0325992766382086
"3105","83_1",5.19891309348238,246.280510078022,1,5.18060819489687,0.0183048985855141
"3106","83_1",5.23829857916783,268.610993683537,1,5.20569659007811,0.0326019890897191
"3107","83_1",5.17037288646393,290.968565436345,1,5.22191890934429,-0.0515460228803573
"3108","83_1",5.25892536514935,337.222808220022,1,5.23947761084731,0.0194477543020355
"3109","84_1",-5.22115676160085,10.1616628175517,1,-5.43043431222202,0.209277550621169
"3110","84_1",-5.20419762139303,24.0184757505771,1,-4.61074021279836,-0.593457408594668
"3111","84_1",-3.14700283495577,47.1131639722863,1,-3.6119582330287,0.464955398072932
"3112","84_1",-2.78372984648659,71.1316397228635,1,-2.91918726843284,0.135457421946246
"3113","84_1",-2.39352607875625,96.0739030023094,1,-2.44730701501464,0.0537809362583941
"3114","84_1",-2.30798842532211,119.168591224018,1,-2.15904990715649,-0.148938518165624
