"","ID_no_Rep_dup","LogPopBio","Time","(weights)",".fitted",".resid"
"26","10_1",-2.75583636487355,5.52268244575927,1,-2.76317074713406,0.00733438226050831
"27","10_1",-2.53275867018948,7.17948717948707,1,-2.48219817480594,-0.0505604953835395
"28","10_1",-2.32298118186845,8.56015779092695,1,-2.31511864691262,-0.00786253495582701
"29","10_1",-2.14967062790505,9.94082840236675,1,-2.19223772363474,0.0425670957296935
"30","10_1",-1.65796521347328,24.0236686390532,1,-1.86838865325323,0.210423439779954
"31","10_1",-1.71776809815303,47.7712031558185,1,-1.85440002900286,0.13663193084983
"32","10_1",-0.892134075218801,71.7948717948717,1,-1.85433498746877,0.962200912249974
"33","10_1",-1.69360391572136,96.094674556213,1,-1.85433470343536,0.160730787713999
"34","10_1",-2.4936874170173,120.118343195266,1,-1.85433470227072,-0.639352714746577
"35","10_1",-2.67521126812234,143.865877712032,1,-1.85433470226564,-0.820876565856704
"36","100_1",-3.72867554446626,3.69515011547321,1,-3.58505004691686,-0.143625497549398
"37","100_1",-3.44067309268262,6.46651270207826,1,-3.43466657813397,-0.00600651454864654
"38","100_1",-3.09235509278364,9.23787528868331,1,-3.28847068215686,0.196115589373223
"39","100_1",-2.59257930520421,24.0184757505772,1,-2.58648062952143,-0.00609867568277966
"40","100_1",-1.84739425155717,47.1131639722862,1,-1.77983348080118,-0.0675607707559898
"41","100_1",-1.34014560902002,71.1316397228635,1,-1.30702460496012,-0.0331210040599006
"42","100_1",-1.04991450751875,95.150115473441,1,-1.10919015223662,0.0592756447178693
"43","100_1",-0.795266014059315,119.168591224018,1,-1.05264074289085,0.257374728831534
"44","100_1",-0.621830298821996,144.110854503464,1,-1.04275093670099,0.420920637878997
"45","100_1",-0.592178744013225,168.129330254042,1,-1.04196188619863,0.449783142185406
"46","100_1",-0.611356490040441,192.147806004619,1,-1.04193309798433,0.430576607943889
"47","100_1",-0.62591022495174,216.166281755196,1,-1.04193276507188,0.41602254012014
"48","100_1",-0.725117016338588,240.184757505774,1,-1.04193276423418,0.316815747895594
"49","100_1",-0.74705155477062,264.203233256351,1,-1.04193276423391,0.294881209463287
"50","100_1",-0.810620795269759,287.29792147806,1,-1.04193276423391,0.231311968964148
"51","100_1",-0.944823271065482,312.240184757506,1,-1.04193276423391,0.0971094931684247
"52","100_1",-1.1079303944754,336.258660508083,1,-1.04193276423391,-0.0659976302414933
"53","100_1",-1.15708334193336,360.277136258661,1,-1.04193276423391,-0.115150577699453
"54","100_1",-1.37348681370381,383.37182448037,1,-1.04193276423391,-0.331554049469903
"55","100_1",-1.47233707032122,408.314087759815,1,-1.04193276423391,-0.430404306087313
"56","100_1",-1.63535991783162,432.332563510393,1,-1.04193276423391,-0.593427153597713
"57","100_1",-1.64830518536036,456.35103926097,1,-1.04193276423391,-0.606372421126453
"58","100_1",-1.81280147855967,479.445727482679,1,-1.04193276423391,-0.770868714325763
"59","101_1",-4.54595082632806,0.825472561852933,1,-4.44600904494274,-0.0999417813853185
"60","101_1",-3.73502061011179,1.92634679474099,1,-3.94699190354794,0.211971293436149
"61","101_1",-3.73502061011179,3.03088328389288,1,-3.51619166195093,-0.218828948160863
"62","101_1",-3.29318785783274,3.85562339449305,1,-3.23431788084713,-0.0588699769856107
"63","101_1",-2.88772274972457,4.67889860258765,1,-2.98290002909278,0.0951772793682051
"64","101_1",-2.53104780578585,5.77684303046476,1,-2.68874607292548,0.157698267139633
"65","101_1",-2.3487262489919,7.15311893438803,1,-2.37727320847813,0.0285469594862295
"66","101_1",-2.21867312074369,7.97785904498818,1,-2.21688321691454,-0.00178990382915112
"67","101_1",-2.12558269767768,8.80333160684108,1,-2.07350966467828,-0.0520730329993966
"68","101_1",-1.92491200221553,9.90054358346543,1,-1.90639732473085,-0.0185146774846832
"69","101_1",-1.28785428830664,23.9474937087669,1,-1.02774225086603,-0.260112037440613
"70","101_1",-0.638940362723518,47.6254453565207,1,-0.884404189708903,0.245463826985385
"71","101_1",-0.566269172426159,71.6381272267826,1,-0.878870708554246,0.312601536128086
"72","101_1",-0.633927820899974,95.9481843056623,1,-0.878666799541463,0.244738978641489
"73","101_1",-1.01226426161988,119.741863251351,1,-0.878659617080814,-0.133604644539066
"74","101_1",-1.33712533731342,144.069499160297,1,-0.878659343972913,-0.458465993340507
"75","102_1",-3.97834564835925,0.279441117764463,1,-4.05585385489149,0.0775082065322383
"76","102_1",-3.72703122007832,1.11776447105791,1,-3.60730095926208,-0.119730260816242
